,Website,Total Img Count,Optimized Img Count,Actual Bytes,Transferred Bytes,q-75,q-70,q-50,q-30,q-10
586,uchi.ru,101.0,69.0,14139068.0,7280353.0,3773453.0,3716796.0,3498408.0,3216596.0,2970052.0
587,11st.co.kr,39.0,31.0,5524036.0,3456706.0,3234323.0,3220241.0,3161803.0,3105499.0,3055661.0
588,yodobashi.com,23.0,20.0,1978599.0,1285456.0,489651.0,483869.0,462613.0,438561.0,411267.0
589,apartments.com,103.0,86.0,3793683.0,2523717.0,1945711.0,1942209.0,1930031.0,1917915.0,1904209.0
590,cbssports.com,90.0,38.0,15861971.0,9899884.0,9702895.0,9698373.0,9682385.0,9665457.0,9647195.0
591,bing.com,20.0,7.0,3363734.0,609203.0,468113.0,464285.0,447633.0,432083.0,417001.0
592,qq.com,70.0,67.0,2570104.0,1659952.0,864830.0,858484.0,814219.0,750148.0,680483.0
593,redfin.com,22.0,12.0,11727314.0,3479373.0,3136542.0,3121718.0,3075284.0,3029190.0,2979922.0
594,nordstrom.com,269.0,269.0,11191105.0,6392664.0,5336349.0,5195596.0,4702162.0,4192758.0,3640693.0
595,namasha.com,24.0,16.0,3952725.0,2861398.0,1247642.0,1233148.0,1174698.0,1119062.0,1053948.0
596,google.com.tr,20.0,4.0,1685275.0,697364.0,697207.0,697209.0,697143.0,695273.0,688769.0
597,ted.com,16.0,14.0,4819834.0,1699113.0,1510734.0,1504948.0,1486442.0,1471524.0,1436959.0
598,znanija.com,19.0,14.0,2225979.0,677669.0,664879.0,664401.0,662803.0,661171.0,659431.0
599,itmedia.co.jp,70.0,34.0,3769311.0,1548211.0,1324974.0,1322464.0,1312756.0,1302634.0,1291868.0
600,zougla.gr,220.0,206.0,12078796.0,7576717.0,4862238.0,4723328.0,4236955.0,3738532.0,3202821.0
601,cisco.com,94.0,86.0,9702917.0,3480064.0,2885226.0,2858561.0,2774755.0,2682079.0,2585789.0
602,ziprecruiter.com,33.0,27.0,2125578.0,1392958.0,778413.0,753773.0,671721.0,595787.0,526569.0
603,google.pl,20.0,3.0,2015301.0,1030093.0,1029936.0,1029938.0,1029872.0,1028002.0,1021498.0
604,vidio.com,63.0,47.0,5469342.0,2501811.0,2275296.0,2265282.0,2207914.0,2090380.0,1979613.0
605,biobiochile.cl,78.0,71.0,8911362.0,5447613.0,2170010.0,2146340.0,2065868.0,1987498.0,1904002.0
606,android.com,29.0,29.0,935313.0,507529.0,505697.0,504386.0,486335.0,449263.0,393105.0
607,orange.fr,41.0,35.0,4689971.0,1638453.0,1599768.0,1594491.0,1576297.0,1553173.0,1526037.0
608,tandfonline.com,24.0,20.0,4062168.0,1519197.0,1277810.0,1275718.0,1270454.0,1264532.0,1259272.0
609,google.com.mx,20.0,3.0,1611868.0,579338.0,579214.0,579216.0,579150.0,577280.0,570776.0
610,google.co.il,20.0,4.0,1499308.0,520944.0,519199.0,519083.0,518571.0,516175.0,509237.0
611,gyazo.com,31.0,19.0,6641487.0,2453741.0,2369110.0,2368044.0,2364976.0,2361808.0,2358512.0
612,free.fr,8.0,3.0,1072151.0,405964.0,405964.0,405964.0,405964.0,405964.0,405964.0
613,beytoote.com,205.0,76.0,1862924.0,944602.0,851678.0,846986.0,831574.0,815228.0,796718.0
614,rakuten.co.jp,357.0,354.0,9573192.0,6239012.0,2233231.0,2190849.0,2037624.0,1868768.0,1678576.0
615,kumparan.com,90.0,23.0,7238787.0,2573067.0,2537638.0,2537536.0,2537096.0,2536628.0,2535888.0
616,socialblade.com,162.0,145.0,4376286.0,2075698.0,1767435.0,1765909.0,1759957.0,1753483.0,1746813.0
617,icicibank.com,276.0,122.0,11677500.0,4404917.0,3184086.0,3161619.0,3081427.0,2996437.0,2912839.0
618,edx.org,93.0,75.0,8526499.0,3039155.0,2351062.0,2333575.0,2271945.0,2203698.0,2130803.0
619,zippyshare.com,20.0,20.0,1502724.0,1518382.0,1502297.0,1501975.0,1500713.0,1499555.0,1498105.0
620,chinadd.cn,135.0,133.0,3936004.0,3826249.0,2008012.0,1964960.0,1817202.0,1664395.0,1510970.0
621,investopedia.com,28.0,20.0,3504576.0,1188977.0,1149043.0,1145169.0,1127775.0,1106651.0,1089817.0
622,sabah.com.tr,63.0,60.0,3502617.0,1771347.0,1299782.0,1288286.0,1244803.0,1199079.0,1149513.0
623,mfisp.com,55.0,54.0,3698933.0,2062516.0,1460455.0,1434605.0,1343391.0,1246847.0,1133802.0
624,yektanet.com,28.0,27.0,2690439.0,1014328.0,934177.0,931097.0,917187.0,896755.0,875271.0
625,segmentfault.com,34.0,30.0,3373601.0,3081764.0,2952570.0,2949436.0,2935276.0,2914136.0,2895152.0
626,ebay.kleinanzeigen.de,32.0,32.0,3317084.0,1377981.0,843844.0,842864.0,840620.0,837978.0,834414.0
627,ndtv.com,78.0,49.0,9193468.0,2720665.0,2632061.0,2626869.0,2607338.0,2588297.0,2566603.0
628,gmx.net,52.0,52.0,2489459.0,1114468.0,658010.0,653743.0,637017.0,610016.0,579170.0
629,tesla.com,9.0,9.0,6448231.0,4230151.0,1663112.0,1607434.0,1448716.0,1325218.0,1217706.0
630,detik.com,63.0,54.0,4167148.0,1996300.0,1659493.0,1652895.0,1631585.0,1607843.0,1583067.0
631,jjwxc.net,22.0,20.0,806915.0,538890.0,313362.0,309754.0,297310.0,284242.0,269508.0
632,taboola.com,40.0,16.0,3379015.0,1477988.0,1447386.0,1444972.0,1436396.0,1427658.0,1420182.0
633,sciencedirect.com,8.0,4.0,1981729.0,799220.0,648589.0,645627.0,635079.0,625869.0,618209.0
634,tiktok.com,12.0,5.0,5678112.0,2338632.0,2192670.0,2186656.0,2166254.0,2144808.0,2123834.0
635,quizizz.com,36.0,36.0,8495993.0,3270963.0,2697208.0,2677154.0,2612450.0,2543588.0,2476404.0
636,bloomberg.com,134.0,107.0,22949693.0,17154865.0,4940152.0,4812744.0,4399313.0,4015599.0,3627011.0
637,ck12.org,22.0,17.0,4696090.0,1850189.0,1722365.0,1715191.0,1691027.0,1665481.0,1637495.0
638,freee.co.jp,113.0,83.0,11974470.0,8155155.0,4631487.0,4470219.0,3945735.0,3540667.0,3168543.0
639,uspto.gov,8.0,7.0,4209911.0,2034892.0,1432775.0,1421861.0,1382643.0,1346157.0,1308577.0
640,hotstar.com,4.0,1.0,3491405.0,722424.0,722034.0,722034.0,722034.0,722034.0,722034.0
641,iplt20.com,113.0,102.0,16827538.0,14795682.0,5175696.0,5025458.0,4476219.0,3869771.0,3298045.0
642,edh.tw,76.0,73.0,8249966.0,4328509.0,2142680.0,2139896.0,2130304.0,2119710.0,2108692.0
643,outbrain.com,40.0,28.0,7568423.0,4011496.0,2047572.0,2023020.0,1934068.0,1852446.0,1768482.0
644,shafaqna.com,8.0,4.0,726775.0,355205.0,352089.0,352087.0,352059.0,352047.0,352017.0
645,iherb.com,53.0,53.0,9696651.0,3329086.0,2780006.0,2780006.0,2780006.0,2780006.0,2780006.0
646,cnet.com,9.0,6.0,6956648.0,1967571.0,1927310.0,1927208.0,1926700.0,1925996.0,1925457.0
647,realestate.com.au,107.0,105.0,4925616.0,1785112.0,1532376.0,1530580.0,1520644.0,1507762.0,1496888.0
648,steampowered.com,110.0,105.0,9613013.0,8419561.0,5412026.0,5350138.0,5134536.0,4916354.0,3391031.0
649,haosou.com,37.0,23.0,704536.0,431776.0,344800.0,338458.0,318084.0,306084.0,289426.0
650,news.com.au,171.0,142.0,8358600.0,3827609.0,2954068.0,2896888.0,2706622.0,2519152.0,2322008.0
651,meetup.com,26.0,15.0,3847855.0,1267768.0,1255165.0,1254427.0,1250729.0,1240746.0,1233420.0
652,gome.com.cn,23.0,23.0,1549330.0,765679.0,658882.0,654982.0,641080.0,626700.0,611128.0
653,wikihow.com,51.0,26.0,1884661.0,739892.0,705414.0,695590.0,660918.0,624390.0,595896.0
654,t.online.de,67.0,52.0,6588195.0,2424249.0,2276230.0,2271093.0,2248779.0,2220775.0,2186772.0
655,ninisite.com,37.0,35.0,3715681.0,2635096.0,1241115.0,1227931.0,1174371.0,1112226.0,1033742.0
656,mit.edu,9.0,7.0,3110820.0,2194361.0,1133298.0,1121102.0,1078938.0,1038320.0,994840.0
657,buzzfeed.com,51.0,48.0,5751275.0,2602066.0,1776545.0,1754463.0,1676663.0,1584909.0,1489339.0
658,primevideo.com,21.0,5.0,3712746.0,1284332.0,1212763.0,1204781.0,1182101.0,1158163.0,1130373.0
659,in.gr,26.0,22.0,3819384.0,2093522.0,1542621.0,1532735.0,1499487.0,1467021.0,1345433.0
660,begunprescription.com,4.0,1.0,331214.0,145863.0,145863.0,145863.0,145863.0,145863.0,145863.0
661,hotmart.com,5.0,5.0,570039.0,362479.0,87256.0,84238.0,74016.0,64722.0,55730.0
662,suara.com,43.0,15.0,2552667.0,1030357.0,870072.0,865418.0,849098.0,833184.0,815650.0
663,ems.com.cn,31.0,24.0,6838495.0,5797614.0,3916887.0,3862091.0,3674203.0,3478301.0,3272053.0
664,adp.com,60.0,26.0,7628774.0,2521000.0,2294952.0,2284838.0,2252592.0,2216460.0,2179302.0
665,spotify.com,42.0,42.0,3963899.0,1238182.0,1229864.0,1229864.0,1229864.0,1229864.0,1229864.0
666,nicovideo.jp,55.0,46.0,5233370.0,2302349.0,1925175.0,1918367.0,1892581.0,1863881.0,1831649.0
667,stocktwits.com,31.0,31.0,11749455.0,4426146.0,3518156.0,3514202.0,3497230.0,3476840.0,3455466.0
668,themeforest.net,40.0,17.0,2812355.0,886447.0,883801.0,883013.0,875647.0,864373.0,853575.0
669,python.org,3.0,3.0,1211808.0,508941.0,493830.0,493678.0,493118.0,492482.0,491712.0
670,godaddy.com,16.0,12.0,5356127.0,1098146.0,941689.0,932313.0,899923.0,868091.0,838539.0
671,quizlet.com,21.0,11.0,6969935.0,2156562.0,2147242.0,2147124.0,2132033.0,2089979.0,2053215.0
672,kijiji.ca,10.0,5.0,4280527.0,1346147.0,1344736.0,1344736.0,1344736.0,1344736.0,1344736.0
673,kaskus.co.id,89.0,60.0,9828403.0,3340339.0,3165266.0,3144235.0,3051706.0,2942442.0,2829258.0
674,rarbg.to,11.0,11.0,333225.0,227654.0,155456.0,150184.0,133003.0,116241.0,99075.0
675,merriam.webster.com,33.0,12.0,5972631.0,1973449.0,1959813.0,1958997.0,1956477.0,1952130.0,1946952.0
676,get.express.vpn.online,32.0,2.0,2044712.0,761777.0,760956.0,760956.0,760956.0,760956.0,760956.0
677,vtv.vn,85.0,83.0,11160294.0,7997642.0,5289780.0,5160624.0,4549328.0,3922936.0,3520943.0
678,mailchimp.com,76.0,56.0,9421705.0,3403824.0,3172546.0,3151076.0,3065318.0,2980234.0,2899810.0
679,tmall.com,11.0,10.0,846569.0,275945.0,270280.0,270158.0,269624.0,268866.0,268310.0
680,aastocks.com,37.0,37.0,2585761.0,809831.0,793848.0,793556.0,792670.0,791692.0,790556.0
681,eksisozluk.com,22.0,13.0,4150894.0,1446692.0,1339382.0,1336888.0,1328674.0,1320044.0,1310786.0
682,tejaratnews.com,22.0,8.0,1736668.0,1164017.0,1053366.0,1042828.0,1010480.0,976220.0,923899.0
683,codepen.io,39.0,22.0,3121381.0,1619441.0,1098519.0,1087399.0,1049705.0,1003487.0,953349.0
684,mehrnews.com,60.0,56.0,2998185.0,1763201.0,1367720.0,1348940.0,1284888.0,1207145.0,1119675.0
685,aliexpress.ru,78.0,7.0,22908712.0,21050344.0,19738873.0,19730919.0,19699533.0,19669531.0,19641075.0
686,ettoday.net,66.0,58.0,5744110.0,2361830.0,1553171.0,1546421.0,1524313.0,1500883.0,1474693.0
687,strava.com,58.0,45.0,5778438.0,4274334.0,1767228.0,1690836.0,1422904.0,1204787.0,1015717.0
688,xiami.com,91.0,89.0,4311403.0,2858255.0,1852313.0,1818485.0,1717853.0,1618462.0,1520132.0
689,reclameaqui.com.br,58.0,45.0,10612439.0,4688572.0,2141004.0,2128298.0,2082437.0,2039481.0,1998671.0
690,bongacams.com,116.0,105.0,5746736.0,2551956.0,2508585.0,2501289.0,2466928.0,2357749.0,2079625.0
691,emojipedia.org,6.0,3.0,2110118.0,704307.0,626196.0,625392.0,622914.0,620336.0,617912.0
692,yijiadh.com,12.0,7.0,2211102.0,802995.0,790511.0,790313.0,789641.0,789065.0,788391.0
693,amazon.com,190.0,120.0,3059772.0,1853667.0,1364299.0,1327051.0,1201929.0,1071783.0,928052.0
694,spanishdict.com,27.0,8.0,3818768.0,1207213.0,1204380.0,1204190.0,1202902.0,1199906.0,1198270.0
695,google.com.br,20.0,4.0,1505046.0,523581.0,521859.0,521743.0,521231.0,518763.0,511825.0
696,seznam.cz,130.0,110.0,7712261.0,2563853.0,1975577.0,1959435.0,1877303.0,1721097.0,1554470.0
697,haberler.com,55.0,38.0,6475826.0,2412162.0,2069254.0,2053326.0,1998968.0,1941886.0,1879980.0
698,yahoo.co.jp,31.0,32.0,2804260.0,915935.0,829899.0,828441.0,823647.0,818283.0,811851.0
699,scribd.com,44.0,30.0,5676965.0,1762221.0,1665265.0,1661045.0,1644137.0,1621974.0,1600798.0
700,boc.cn,67.0,66.0,877278.0,807375.0,513276.0,503298.0,470752.0,435440.0,397320.0
701,booking.com,32.0,31.0,4874828.0,1635221.0,1443243.0,1442769.0,1439431.0,1436281.0,1432707.0
702,lowes.com,66.0,49.0,9313050.0,2931043.0,2689698.0,2657613.0,2555597.0,2437067.0,2310327.0
703,smallpdf.com,23.0,4.0,2615922.0,867824.0,840582.0,840032.0,838560.0,836712.0,834882.0
704,shopify.com,32.0,31.0,3050313.0,1325316.0,1251184.0,1250128.0,1245226.0,1213589.0,1176901.0
705,onet.pl,21.0,12.0,3404709.0,1221737.0,1178916.0,1170732.0,1143726.0,1127788.0,1103480.0
706,sozcu.com.tr,112.0,90.0,6668743.0,4337366.0,2451916.0,2370088.0,2099872.0,1829351.0,1539321.0
707,weather.com,26.0,11.0,6423246.0,1784086.0,1772126.0,1770818.0,1765818.0,1761196.0,1756310.0
708,mama.cn,67.0,36.0,2004284.0,1541228.0,688822.0,670166.0,611972.0,549384.0,487166.0
709,mercari.com,127.0,105.0,9805151.0,3651931.0,3266702.0,3251924.0,3201320.0,3136227.0,3078361.0
710,ebay.it,49.0,49.0,1975282.0,1065305.0,786288.0,778230.0,738334.0,641400.0,558022.0
711,nalog.ru,53.0,45.0,6081079.0,4331392.0,2769316.0,2753732.0,2701046.0,2646060.0,2590498.0
712,wildberries.ru,44.0,42.0,5146314.0,2526898.0,974273.0,948575.0,857135.0,760947.0,658267.0
713,librus.pl,20.0,17.0,1887752.0,1532502.0,1227181.0,1223213.0,1206907.0,1191575.0,1175049.0
714,google.gr,20.0,3.0,2005748.0,1026013.0,1025879.0,1025881.0,1025815.0,1023945.0,1017441.0
715,turbo.az,196.0,85.0,6096687.0,3610784.0,2780224.0,2738017.0,2586482.0,2430362.0,2256230.0
716,v2ex.com,67.0,60.0,3174141.0,918600.0,802941.0,801895.0,798197.0,794307.0,789775.0
717,cint.com,22.0,21.0,7296182.0,1500084.0,1437998.0,1433632.0,1417540.0,1402325.0,1384767.0
718,scotiabank.com,28.0,19.0,5876430.0,1411296.0,1398285.0,1398285.0,1398285.0,1398285.0,1398285.0
719,ebc.net.tw,110.0,82.0,30510806.0,25739167.0,5159600.0,5010826.0,4519504.0,4010116.0,3479666.0
720,shimo.im,23.0,23.0,4171860.0,2470193.0,1742463.0,1717943.0,1631693.0,1514329.0,1399541.0
721,wowkeren.com,48.0,40.0,5958074.0,2821519.0,1836006.0,1825214.0,1790378.0,1750262.0,1697546.0
722,ouedkniss.com,57.0,37.0,7648074.0,3654244.0,2762469.0,2746077.0,2692116.0,2635563.0,2572978.0
723,babytree.com,27.0,26.0,3660754.0,3277885.0,556175.0,541429.0,490183.0,439907.0,389217.0
724,zcool.com.cn,17.0,12.0,1693535.0,921569.0,621622.0,617442.0,603166.0,587938.0,570314.0
725,yy.com,23.0,22.0,1441096.0,1244063.0,258583.0,252153.0,227381.0,206243.0,184603.0
726,webmd.com,151.0,124.0,7510540.0,2559254.0,2218457.0,2195967.0,2117007.0,2039725.0,1962373.0
727,rediff.com,51.0,29.0,2048457.0,882965.0,802291.0,797723.0,780829.0,759146.0,718148.0
728,google.com.ar,20.0,3.0,1679523.0,695032.0,694875.0,694877.0,694811.0,692941.0,686437.0
729,citi.com,81.0,34.0,11530898.0,3371157.0,3183449.0,3180945.0,3172685.0,3163841.0,3154249.0
730,service.now.com,63.0,37.0,11264579.0,3159883.0,2768153.0,2750241.0,2687527.0,2625724.0,2565466.0
731,aizhan.com,9.0,9.0,319301.0,305479.0,264368.0,263818.0,261611.0,257769.0,252939.0
732,juntadeandalucia.es,13.0,13.0,3750349.0,3227854.0,3043258.0,3037792.0,3019330.0,3001780.0,2986282.0
733,eventbrite.com,34.0,35.0,5907868.0,1960794.0,1657843.0,1650143.0,1624611.0,1598441.0,1571399.0
734,sohu.com,465.0,375.0,22783006.0,7714292.0,5454779.0,5369427.0,5088173.0,4805161.0,4512847.0
735,glassdoor.com,29.0,22.0,8431466.0,2793595.0,2461568.0,2459060.0,2450270.0,2438573.0,2426339.0
736,bluejeans.com,35.0,34.0,5641060.0,2749993.0,2498015.0,2493927.0,2477531.0,2459777.0,2441504.0
737,codecademy.com,31.0,28.0,8155419.0,3696996.0,2770615.0,2769423.0,2764903.0,2761013.0,2757155.0
738,line.me,103.0,103.0,6255627.0,4630775.0,1033007.0,1016689.0,959303.0,902673.0,843739.0
739,zoho.com,11.0,11.0,2357694.0,1200324.0,953453.0,948771.0,931123.0,916251.0,901259.0
740,mercadolivre.com.br,40.0,34.0,3374894.0,2220392.0,1172572.0,1138524.0,1025218.0,892130.0,784418.0
741,academia.edu,27.0,14.0,5937650.0,2822088.0,1611461.0,1602721.0,1571123.0,1532957.0,1493133.0
742,hm.com,2.0,1.0,1091490.0,416972.0,416191.0,416101.0,415719.0,415321.0,414873.0
743,shutterstock.com,2.0,1.0,2255491.0,606376.0,606376.0,606376.0,606376.0,606376.0,606376.0
744,instructure.com,31.0,17.0,6137243.0,1920737.0,1782073.0,1756003.0,1691879.0,1660253.0,1625349.0
745,nur.kz,61.0,48.0,3191779.0,1291151.0,1081115.0,1075301.0,1050407.0,1016821.0,986025.0
746,justdial.com,70.0,39.0,1852495.0,712112.0,608764.0,603310.0,584228.0,564866.0,544616.0
747,gmarket.co.kr,46.0,38.0,9341771.0,5571566.0,4742213.0,4730955.0,4689305.0,4642849.0,4594721.0
748,microsoft.com,51.0,13.0,2056544.0,761768.0,674747.0,669031.0,650523.0,631695.0,612083.0
749,hamariweb.com,49.0,45.0,5514623.0,3640756.0,2048323.0,2022207.0,1936807.0,1828448.0,1706624.0
750,storm.mg,171.0,158.0,13809856.0,11060247.0,6115660.0,5987302.0,5561460.0,5137040.0,4682114.0
751,google.com.my,20.0,4.0,1498405.0,520608.0,518886.0,518770.0,518258.0,515839.0,508901.0
752,chron.com,106.0,84.0,14128882.0,5451772.0,4099195.0,4063542.0,3947323.0,3815208.0,3666185.0
753,goodreads.com,46.0,33.0,4295965.0,1480450.0,1156717.0,1150803.0,1130559.0,1108477.0,1086259.0
754,milliyet.com.tr,69.0,37.0,9021775.0,3668776.0,3632657.0,3622729.0,3577883.0,3528285.0,3489137.0
755,pikiran.rakyat.com,21.0,9.0,2148253.0,895256.0,822874.0,822090.0,819260.0,816018.0,812314.0
756,smm.cn,146.0,145.0,13921100.0,11225718.0,3405736.0,3301488.0,2938708.0,2548584.0,2122744.0
757,youm7.com,182.0,169.0,6898625.0,3169790.0,2194428.0,2161134.0,2048042.0,1928134.0,1789448.0
758,patreon.com,21.0,16.0,8726440.0,5659352.0,3575396.0,3562892.0,3521548.0,3481394.0,3437760.0
759,evernote.com,34.0,14.0,3657452.0,3038957.0,1415311.0,1397091.0,1331449.0,1257119.0,1172717.0
760,airbnb.com,13.0,12.0,8582029.0,2688417.0,2586403.0,2551682.0,2435610.0,2314168.0,2183422.0
761,motorsport.com,49.0,37.0,6868733.0,4032203.0,2159333.0,2126525.0,1964059.0,1761141.0,1596425.0
762,banesconline.com,18.0,15.0,2117841.0,940602.0,785377.0,778753.0,755032.0,729428.0,703866.0
763,gamer.com.tw,133.0,111.0,8162809.0,3079933.0,1632699.0,1598511.0,1492767.0,1377743.0,1249825.0
764,syf.com,51.0,21.0,5294406.0,2198524.0,1909714.0,1902120.0,1872364.0,1849278.0,1826122.0
765,google.cn,1.0,1.0,29141.0,25383.0,11781.0,11383.0,9905.0,8243.0,6453.0
766,huim.com,21.0,21.0,717338.0,348394.0,227128.0,225076.0,217302.0,207012.0,195706.0
767,eastday.com,53.0,52.0,1589256.0,1487029.0,1004228.0,976238.0,877275.0,773003.0,660280.0
768,commbank.com.au,32.0,14.0,4176559.0,1426130.0,1071129.0,1060149.0,1020089.0,977309.0,934841.0
769,uol.com.br,46.0,31.0,4976564.0,1619888.0,1509775.0,1500155.0,1457703.0,1405781.0,1365871.0
770,google.fr,20.0,4.0,1617590.0,582682.0,581030.0,580914.0,580402.0,578006.0,571068.0
771,cambridge.org,34.0,24.0,7803723.0,4307057.0,3323815.0,3291271.0,3190561.0,3080999.0,2977049.0
772,kooora.com,130.0,83.0,9674452.0,3128940.0,2801502.0,2787675.0,2739686.0,2688180.0,2629031.0
773,namnak.com,50.0,50.0,621876.0,556922.0,427871.0,419279.0,389271.0,352830.0,296079.0
774,jamnews.com,1.0,1.0,296085.0,132350.0,124910.0,124596.0,123862.0,123154.0,122172.0
775,ebay.de,35.0,35.0,1336119.0,708863.0,508501.0,501259.0,471791.0,419918.0,376298.0
776,discordapp.com,10.0,1.0,12246986.0,3397152.0,3396627.0,3396595.0,3396581.0,3396553.0,3396517.0
777,loom.com,29.0,13.0,6366796.0,3350218.0,3255914.0,3247328.0,3204979.0,3155379.0,3106845.0
778,wordreference.com,1.0,1.0,141431.0,322056.0,306859.0,306587.0,305743.0,304779.0,303489.0
779,dstv.com,42.0,34.0,7836056.0,3727976.0,3168891.0,3150433.0,3087239.0,3023108.0,2957898.0
780,apkpure.com,77.0,75.0,1483337.0,708928.0,463333.0,459615.0,442955.0,407598.0,389888.0
